Ticket,Fecha,CodTienda,CodCliente
"S3-13-005-2503409","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503412","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503413","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503416","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503422","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503423","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503424","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503426","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503434","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503438","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503440","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503444","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503447","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503450","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503451","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503456","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503458","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503459","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503462","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503465","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503471","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503474","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503475","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503477","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503478","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503479","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503480","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503485","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503487","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503489","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503490","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503494","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503496","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503498","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503499","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503500","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503505","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503506","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503508","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503509","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503511","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503512","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503514","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503515","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503516","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503520","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503521","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503522","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503523","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503527","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503533","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503534","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503535","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503536","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503539","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503542","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503543","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503544","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503546","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503547","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503549","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503550","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503551","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503552","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503555","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503556","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503557","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503562","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503565","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503566","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503567","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503570","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503571","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503573","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503575","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503578","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503579","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503580","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503585","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503587","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503592","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503594","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503596","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503597","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503599","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503603","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503605","02/09/13 00:00:00","005","CONTADO"
"S3-13-005-2503609","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503613","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503616","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503617","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503618","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503619","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503621","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503622","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503623","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503627","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503630","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503634","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503639","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503642","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503643","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503644","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503646","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503649","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503650","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503651","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503652","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503653","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503655","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503657","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503659","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503660","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503661","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503662","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503663","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503664","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503668","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503670","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503671","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503672","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503673","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503676","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503677","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503678","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503679","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503680","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503681","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503682","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503683","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503689","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503692","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503694","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503698","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503699","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503708","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503710","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503712","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503713","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503714","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503715","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503716","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503717","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503721","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503723","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503725","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503726","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503727","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503729","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503732","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503733","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503735","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503736","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503737","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503738","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503742","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503744","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503747","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503748","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503751","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503754","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503755","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503757","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503758","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503760","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503761","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503766","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503768","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503770","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503772","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503774","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503776","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503777","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503778","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503779","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503780","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503781","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503782","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503783","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503784","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503786","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503787","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503789","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503791","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503792","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503795","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503796","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503797","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503799","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503800","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503802","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503803","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503805","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503807","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503808","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503809","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503811","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503812","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503814","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503819","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503823","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503825","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503827","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503828","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503830","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503831","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503832","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503834","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503839","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503845","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503848","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503852","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503853","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503854","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503855","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503856","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503857","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503858","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503860","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503862","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503864","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503865","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503866","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503867","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503868","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503870","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503872","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503873","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503875","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503876","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503877","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503878","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503882","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503885","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503888","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503889","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503891","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503894","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503897","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503898","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503899","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503901","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503902","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503903","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503910","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503911","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503916","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503917","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503918","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503919","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503920","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503924","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503929","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503931","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503932","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503933","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503934","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503939","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503941","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503943","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503945","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503946","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503947","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503948","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503950","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503953","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503954","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503956","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503957","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503958","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503960","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503961","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503963","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503966","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503968","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503970","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503971","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503974","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503976","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503978","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503979","02/10/13 00:00:00","005","CONTADO"
"S3-13-005-2503985","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2503986","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504004","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504011","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504019","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504032","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504036","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504038","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504040","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504046","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504047","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504048","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504050","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504057","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504070","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504073","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504077","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504078","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504079","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504080","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504082","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504087","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504088","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504091","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504092","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504094","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504095","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504097","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504098","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504099","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504103","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504106","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504107","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504108","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504112","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504113","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504114","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504116","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504119","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504121","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504123","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504124","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504125","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504126","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504128","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504130","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504134","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504135","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504137","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504138","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504140","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504143","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504144","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504149","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504151","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504152","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504153","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504154","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504155","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504157","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504161","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504169","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504171","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504175","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504176","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504179","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504180","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504181","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504185","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504192","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504194","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504196","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504197","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504201","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504203","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504206","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504211","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504213","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504214","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504218","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504222","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504227","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504233","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504234","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504235","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504236","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504237","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504244","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504245","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504249","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504251","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504252","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504253","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504254","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504256","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504257","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504258","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504264","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504267","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504269","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504271","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504272","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504274","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504276","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504278","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504279","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504281","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504282","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504283","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504284","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504286","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504287","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504289","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504291","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504292","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504296","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504298","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504301","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504302","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504305","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504307","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504310","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504311","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504313","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504315","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504316","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504318","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504319","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504320","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504322","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504323","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504324","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504326","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504327","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504329","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504337","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504340","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504348","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504350","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504351","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504356","02/11/13 00:00:00","005","CONTADO"
"S3-13-005-2504357","02/11/13 00:00:00","005","CONTADO"
